1973,1
mech,1
e,1
massachusetts,1
institute,1
of,1
technology,1
1973,1
submitted,1
in,1
partial,1
fulfillment,1
of,1
the,1
requirements,1
for,1
the,1
degree,1
of,1
doctor,1
of,1
philosophy,1
at,1
the,1
massachusetts,1
institute,1
of,1
technology,1
hte,0
do,1
he,0
pe,0
hs,0
be,0
pe,0
ba,1
ble,0
fe,0
j,1
september,1
1974,1
signature,1
of,1
author,1
2,1
00,0
ee,0
fe,0
milo,0
fe,0
cn,0
cen,0
e,1
cence,0
nea,0
nee,0
teens,0
reeueecens,0
lams,0
g,1
certified,1
dy,0
cee,0
ee,0
ee,0
eee,0
wi,0
cence,0
ees,0
em,0
eee,0
cee,0
jl,0
sect,0
ee,0
tere,0
aren,0
esee,0
accepted,1
by,1
ane,0
nero,0
eee,0
seaosene,0
en,0
eee,0
ee,0
ere,0
eo,0
este,0
ese,0
re,1
eam,0
eee,0
reerceem,0
ene,0
eeoeeeeoceses,0
chairman,1
vepartmental,0
committee,1
on,1
graduate,1
students,1
bees,0
thaf,0
ye,0
in,1
mar,1
3,1
19753,0
lenawee,0
feed,1
sn,0
ssecny,0
asr,0
s,1
ignature,0
redacted,1
signature,1
re,1
inn,0
srrena,0
retr,0
sur,0
cay,0
omron,0
sos,0
sessions,0
sns,0
age,0
cena,0
ee,0
bes,0
emsa,0
ror,0
ross,1
os,0
se,0
shaye,0
air,1
rights,1
development,1
of,1
urban,1
transit,1
corridors,1
by,1
steven,1
c,1
hayes,1
b,1
s,1
boston,1
university,1
1971,1
submitted,1
in,1
partial,1
fulfillment,1
of,1
the,1
requirements,1
for,1
the,1
degree,1
of,1
master,1
of,1
architecture,1
at,1
the,1
massachusetts,1
institute,1
of,1
technology,1
january,1
1975,1
-,0
rl,0
aulhol,0
ese,0
e,1
eee,0
e,1
cece,0
reese,0
reece,1
renee,0
reese,0
eee,0
eee,0
ee,0
eee,0
heev,0
tee,0
ees,0
ae,0
pec,0
ereeenne,0
department,1
of,1
architecture,1
wangafy,0
22,1
1975,1
certified,1
dy,0
ccc,0
ce,0
cece,0
ec,0
cee,0
nee,0
weer,0
cence,0
wee,0
ener,0
tees,0
ee,0
ener,0
ehescereceraces,0
oa,0
“,0
thesis,1
supervisor,1
accepted,1
dy,0
eee,0
s,1
ccc,0
c,1
cece,0
rere,0
rece,0
eee,0
ene,0
e,1
eens,0
nterernee,0
mee,0
ee,0
eee,0
ree,0
ee,0
eae,0
eee,0
tene,0
chairman,1
departmental,1
committee,1
on,1
graduate,1
students,1
archives,1
gees,0
tht,0
lécy,0
feb,1
13,1
1975,1
housing,0
-,0
box,0
and,1
panel,1
by,1
william,1
harold,1
soupcoff,1
b,1
arch,1
university,1
of,1
cincinnati,1
1972,1
submitted,1
in,1
partial,1
fulfillment,1
of,1
the,1
requirements,1
for,1
the,1
‘,0
degree,1
of,1
master,1
of,1
architecture,1
4°s,0
:,1
at,1
the,1
massachusetts,1
institute,1
of,1
technology,1
june,1
1975,1
signature,1
of,1
author,1
s,1
os,0
retem,0
re,1
tes,0
in,1
a,1
‘,0
depdlngrt,0
of,1
wi,0
fie,0
may,1
certified,1
by,1
we,1
vas,0
e,1
ieee,0
”,0
wees,0
cette,0
tenes,0
accepted,1
by,1
rs,0
pettitt,0
ee,0
eee,0
chairman,1
departmental,1
-,0
committee,1
archives,1
“,0
pass,0
rst,0
eee,0
jun,1
12,1
1975,1
libraries,1
an,1
additive,1
approach,1
to,1
the,1
design,1
of,1
urban,1
paths,1
and,1
sdges,0
by,1
david,1
cylkowskt,1
b,1
a,1
brandeis,1
university,1
1970,1
submitted,1
in,1
partial,1
fulfillment,1
of,1
the,1
requirements,1
for,1
the,1
degree,1
of,1
naster,0
of,1
architecture,1
at,1
the,1
massachusetts,1
institute,1
of,1
technology,1
june,1
1975,1
wy,0
signature,1
of,1
avthor,0
or,1
lee,1
ere,0
mye,0
eee,0
ee,0
department,1
of,1
architecture,1
date,1
vos,0
om,0
certified,1
by,1
e,1
ane,0
weve,0
ores,0
gree,0
¢,0
6,1
oe,0
thesig,0
supervisor,1
accepted,1
by,1
pete,0
eee,0
ee,0
ee,0
ee,0
ele,0
ees,0
rotch,1
chairman,1
departmental,1
conmittee,1
natural,1
forces,1
and,1
the,1
craft,1
of,1
building,1
:,1
site,1
reconnatssance,0
by,1
vivian,1
ellen,1
loftness,1
b,1
s,1
a,1
d,1
massachusetts,1
institute,1
of,1
technology,1
1974,1
submitted,1
in,1
partial,1
fulfillment,1
of,1
the,1
requirements,1
for,1
the,1
degree,1
of,1
master,1
of,1
architecture,1
at,1
the,1
massachusetts,1
institute,1
of,1
technology,1
may,1
1975,1
signature,1
of,1
author,1
2,1
eee,0
ep,0
eee,0
ee,0
department,1
gf,0
architecture,1
“,0
a,1
a,1
nn,0
may,1
16,1
1975,1
certified,1
by,1
:,1
two,1
ee,0
thesis,1
supervisor,1
accepted,1
by,1
é,0
4,1
‘,0
chairman,1
departmehtal,0
committee,1
on,1
grafuate,0
students,1
rotch,1
pass,0
inst,1
te,0
jun,1
3,1
1975,1
lien,0
arie®,0
library,0
copy,0
the,1
corrosion,1
of,1
steel,1
in,1
saline,1
solutions,1
of,1
hydrogen,1
sulfide,1
by,1
sanford,1
j,1
neuhaus,1
submitted,1
in,1
partial,1
fulfillment,1
of,1
the,1
requirements,1
for,1
the,1
5,1
2,1
degree,1
from,1
the,1
massachusetts,1
institute,1
of,1
technology,1
1945,1
signature,1
of,1
author,1
aoe,0
eeeaceee,0
department,1
of,1
chemical,1
engineering,1
june,1
1945,1
eee,0
eae,0
signature,1
or,1
thesis,1
supervisor,1
eeea,0
ozer,0
gee,0
evteen,0
toes,0
ete,0
tenn,0
ee,0
gen,0
eens,0
t,1
v,1
the,1
chromium-oxygen-hydrogen,1
equilibrium,1
in,1
liquid,1
iron,1
by,1
hsin-min,1
chen,1
b,1
s,1
national,1
tsinghua,1
university,1
1935,1
submitted,1
in,1
partial,1
fulfillment,1
of,1
the,1
requirements,1
for,1
the,1
degree,1
of,1
doctor,1
of,1
science,1
from,1
the,1
massachusetts,1
institute,1
of,1
technology,1
1945,1
signature,1
of,1
author,1
department,1
of,1
metallurgy,1
june,1
4,1
1945,1
signature,1
of,1
professor,1
in,1
charge,1
of,1
research,1
',0
signature,1
of,1
chairman,1
department,1
committee,1
on,1
graduate,1
students,1
vs,0
oa,0
sec,0
deepen,0
te,0
pie,0
:,1
si,0
a,1
a,1
at,1
a,1
a,1
study,1
of,1
a,1
ratlroad,0
tsrminal,0
for,1
seadtle,0
puggested,0
seneme,0
for,1
unification,1
of,1
railroad,1
facilities,1
with,1
recommendations,1
for,1
city,1
planning,1
considerations,1
in,1
relation,1
to,1
and,1
in,1
the,1
vicinity,1
of,1
the,1
station,1
submitted,1
as,1
partial,1
fulfillment,1
of,1
the,1
reyuirenents,0
for,1
the,1
degres,0
of,1
mastin,0
in,1
anchitsctuns,0
to,1
:,1
william,1
wilson,1
wurster,1
dean,1
school,1
of,1
arcnitecture,0
aud,1
flanning,0
massachusetts,1
institute,1
of,1
teennology,0
september,1
20,1
146,0
by,1
:,1
arnoid,1
gordon,1
gangnes,1
b,1
arch,1
university,1
of,1
washington,1
1942,1
|,1
theoretical,1
investigation,1
of,1
standing,1
waves,1
in,1
hydraulic,1
structures,1
by,1
archie,1
allan,1
stone,1
massachusetts,1
institute,1
of,1
technology,1
september,1
1946,1
v,1
design,1
of,1
dynamic,1
analyzer,1
by,1
richard,1
y,1
newton,1
b,1
s,1
case,1
school,1
of,1
applied,1
science,1
1942,1
submitted,1
in,1
partial,1
fulfillment,1
of,1
the,1
requirements,1
for,1
the,1
master,1
of,1
science,1
degree,1
in,1
mechanical,1
engineering,1
from,1
the,1
massachusetts,1
institute,1
of,1
technology,1
1946,1
signature,1
redacted,1
acceptance,1
:,1
signature,1
redacted,1
instructor,1
in,1
charge,1
of,1
thesis,1
j,1
g,1
anst,0
¢,0
yr,0
“,0
oy,0
“,0
may,1
18,1
1946,1
wf,0
inary,0
on,1
the,1
fourier,1
series,1
of,1
the,1
square,1
of,1
a,1
function,1
by,1
stephen,1
harry,1
crandall,1
m,1
e,1
stevens,1
institute,1
of,1
technology,1
1942,1
submitted,1
in,1
partial,1
pulpillment,0
of,1
the,1
requirements,1
for,1
the,1
degree,1
of,1
doctor,1
of,1
philcsophy,0
at,1
the,1
massachusetts,1
institute,1
of,1
technology,1
signature,1
of,1
author,1
ow,0
hy,0
2,1
--,0
see,0
2,1
ee,0
a,1
department,1
of,1
mathematics,1
“,0
feb,1
4,1
``,0
1946,1
certified,1
byt,0
©,1
©,1
2,1
2,1
8,1
»,0
©,1
°,0
©,1
mince,0
et,1
ew,0
let,0
thesis,1
‘,0
sipervisor,0
-,0
©,1
«,0
©,1
ole,0
a,1
me,0
7a,0
we,1
e,1
-,0
«,0
«,0
a,1
2,1
chaise,0
men,0
dest,0
am,0
on,1
gre,0
duete,0
students,1
j,1
massachusetts,1
institute,1
of,1
technology,1
thesis,1
trawwlir,0
design,1
by,1
viggo,1
e,1
maack,1
course,1
xiii,1
cambridge,1
massachusettts,1
june,1
1946,1
v,1
formatting,1
variables,1
and,1
typeface,1
variations,1
of,1
dot-matrix,1
print,1
and,1
their,1
effect,1
on,1
reading,1
comprehension,1
and,1
reading,1
speed,1
by,1
james,1
a,1
holmes,1
dissertation,1
submitted,1
to,1
the,1
faculty,1
of,1
the,1
virginia,1
polytechnic,1
institute,1
and,1
state,1
university,1
in,1
partial,1
fulfillment,1
of,1
the,1
requirements,1
for,1
the,1
degree,1
of,1
doctor,1
of,1
education,1
in,1
vocational,1
and,1
technical,1
education,1
march,1
1986,1
blacksburg,1
virginia,1
a,1
“,0
comparison,1
of,1
the,1
efficiency,1
and,1
effectiveness,1
of,1
two,1
models,1
for,1
determining,1
the,1
cost,1
of,1
special,1
education,1
programs,1
by,1
kenneth,1
l,1
kienas,1
dissertation,1
submitted,1
to,1
the,1
faculty,1
of,1
the,1
virginia,1
polytechnic,1
institute,1
and,1
state,1
university,1
in,1
partial,1
fulfillment,1
of,1
the,1
requirements,1
for,1
the,1
degree,1
of,1
doctgr,0
of,1
education,1
in,1
administration,1
and,1
supervision,1
of,1
special,1
education,1
apprqved,0
:,1
richard,1
g,1
salmon,1
co-chairman,1
phili,1
ra,0
jones,1
co-chairman,1
johe7a,0
mclaughl,0
in,1
mhirley,0
a,1
jofifs,0
shirhey,0
a,1
underwood,1
may,1
1986,1
blacksburg,1
virginia,1
fundamental,1
adhesive,1
studies,1
of,1
block,1
copolymers,1
by,1
margaret,1
mary,1
sheridan,1
dissertation,1
submitted,1
to,1
the,1
faculty,1
of,1
the,1
virginia,1
polytechnic,1
institute,1
and,1
state,1
university,1
in,1
partial,1
fulfillment,1
of,1
the,1
requirements,1
for,1
the,1
degree,1
of,1
doctor,1
of,1
philosophy,1
in,1
chemistry,1
approved,1
:,1
“,0
t,1
c,1
ward,1
chairman,1
d,1
w,1
dwight,1
',0
—,0
“,0
wakt,0
oglioruso,1
looe,0
meee,0
a,1
j,1
e,1
mcgrath,1
j,1
péwightman,0
october,1
1985,1
blacksburg,1
virginia,1
4,1
ey,0
they,1
expertence,0
of,1
the,1
catholic,1
diocese,1
of,1
richmond,1
with,1
esea,1
title,1
i,1
april,1
1965,1
--,0
december,1
1976,1
by,1
richard,1
j,1
yfenchak,0
yg,0
dissertation,1
submitted,1
to,1
the,1
faculty,1
of,1
virginia,1
polytechnic,1
institute,1
and,1
state,1
university,1
in,1
partial,1
fulfillment,1
of,1
the,1
requirements,1
for,1
the,1
degree,1
of,1
doctor,1
of,1
education,1
in,1
educational,1
administration,1
approved,1
:,1
david,1
j,1
parks,1
co-chair,0
thomas,1
c,1
hunt,1
co-chair,0
—m,0
david,1
alexanfler,0
james,1
w,1
michaels,1
v,1
kenneth,1
e,1
underwood,1
january,1
1986,1
blacksburg,1
virginia,1
assessment,1
of,1
coal,1
liquefaction,1
behavior,1
through,1
product,1
characterization,1
with,1
hyphenated,1
chromatographicspectroscopic,0
methods,1
by,1
john,1
william,1
heligeth,0
dissertation,1
submitted,1
to,1
the,1
faculty,1
of,1
the,1
virginia,1
polytechnic,1
institute,1
and,1
state,1
university,1
in,1
partial,1
fulfillment,1
of,1
the,1
requirements,1
for,1
the,1
degree,1
of,1
doctor,1
of,1
philosophy,1
in,1
chemistry,1
approved,1
ieee,0
de,1
t,1
aaylor,0
chairman,1
“,0
j,1
g,1
mason,1
ife,0
wightman,1
sahih,0
ey,0
hn,0
ae,0
—,0
j-,0
—y,0
g,1
l,1
lomg,0
d,1
g,1
i,1
kingston,1
december,1
1986,1
blacksburg,1
virginia,1
scaling,1
effect,1
in,1
cone,1
penetration,1
testing,1
in,1
sand,1
by,1
walid,1
khaled,1
eid,1
dissertation,1
submitted,1
to,1
the,1
faculty,1
of,1
the,1
virginia,1
polytechnic,1
institute,1
and,1
state,1
university,1
in,1
partial,1
fulfillment,1
of,1
the,1
requirements,1
for,1
the,1
degree,1
of,1
doctor,1
of,1
philosophy,1
in,1
civil,1
engineering,1
approved,1
:,1
ww,0
g,1
w,1
clough,1
chairman,1
rd,0
krebs,1
j,1
m,1
duncan,1
t,1
kuppuseamy,1
c,1
w,1
smith,1
march,1
987,0
blacksburg,1
virginia,1
ed,1
g,1
kat,0
intelligent,1
and,1
integrated,1
load,1
management,1
system,1
by,1
mutasim,1
fuad,1
baba,1
dissertation,1
submitted,1
to,1
the,1
faculty,1
of,1
the,1
virginia,1
polytechnic,1
institute,1
and,1
state,1
university,1
in,1
partial,1
fulfillment,1
of,1
the,1
requirements,1
for,1
the,1
degree,1
of,1
doctor,1
of,1
philosophy,1
in,1
electrical,1
engineering,1
approved,1
:,1
saifur,1
rahman,1
chairman,1
z£,0
pws,0
charles,1
e,1
nunnally,1
john,1
w,1
roach,1
william,1
h,1
mashburt,0
ls,0
john,1
ae,0
august,1
1987,1
blacksburg,1
virginia,1
bq,0
los,1
attentional,1
demand,1
evaluation,1
for,1
an,1
automobile,1
moving-map,1
navigation,1
system,1
by,1
thomas,1
a,1
dingus,1
dissertation,1
submitted,1
to,1
the,1
faculty,1
of,1
the,1
virginia,1
polytechnic,1
institute,1
and,1
state,1
university,1
in,1
partial,1
fulfillment,1
of,1
the,1
requirements,1
for,1
the,1
degree,1
of,1
doctor,1
of,1
philosophy,1
in,1
industrial,1
engineering,1
and,1
operations,1
research,1
approved,1
:,1
dr,1
walter,1
w,1
wierwille,1
chalrman,0
dr,1
j,1
g,1
casali,1
‘,0
dr,1
r,1
d,1
dryden,1
“,0
proe,0
p,1
ni,0
kemmer1img,0
dr,1
h,1
l,1
yder,0
march,1
1987,1
a,1
“,0
9,1
refractometry,1
by,1
total,1
reflection,1
by,1
mickey,1
e,1
gunter,1
dissertation,1
submitted,1
to,1
the,1
faculty,1
of,1
the,1
virginia,1
polytechnic,1
institute,1
and,1
state,1
university,1
in,1
partial,1
fulfillment,1
of,1
the,1
requirements,1
for,1
the,1
degree,1
of,1
doctor,1
of,1
philosophy,1
in,1
geological,1
sciences,1
approved,1
:,1
f,1
donald,1
bloss,1
chairman,1
susan,1
c,1
eriksson,1
|,1
guy,1
j,1
indebetouw,1
paul,1
h,1
ribbe,1
j,1
alexander,1
sheer,1
october,1
1987,1
blacksburg,1
virginia,1
the,1
systematics,1
and,1
ecology,1
of,1
boletes,1
with,1
special,1
reference,1
to,1
the,1
genus,1
suillus,1
and,1
its,1
ectomycorrhizal,1
relationships,1
in,1
nepal,1
by,1
henry,1
van,1
tuyl,1
cotter,1
dissertation,1
submitted,1
to,1
the,1
faculty,1
of,1
the,1
virginia,1
polytechnic,1
institute,1
and,1
state,1
university,1
in,1
partial,1
fulfillment,1
of,1
the,1
requirements,1
for,1
the,1
degree,1
of,1
doctor,1
of,1
philosophy,1
in,1
botany,1
approved,1
:,1
orson,1
k,1
miller,1
jr,1
chairman,1
soiehome,0
ee,0
ae,0
ee,0
7,1
khidir,1
w,1
hilu,1
4,1
john,1
g,1
palmer,1
7,1
robert,1
a,1
paterson,1
ry,0
say,0
stipes,1
july,1
1987,1
blacksburg,1
virginia,1
design,1
and,1
characterization,1
of,1
zeolites,0
supported,1
cobalt,1
carbonyl,1
catalysts,1
by,1
melissa,1
clare,1
connaway,1
dissertation,1
submitted,1
to,1
the,1
faculty,1
of,1
the,1
virginia,1
polytechnic,1
institute,1
and,1
state,1
university,1
in,1
partial,1
fulfillment,1
of,1
the,1
requirements,1
for,1
the,1
degree,1
of,1
ap,0
proved,0
:,1
ooctor,0
of,1
philosophy,1
ia,0
chemistry,1
8,1
e,1
hanson,1
chairman,1
j,1
g,1
dillard,1
j,1
mamightman,0
j,1
m,1
tanko,1
m,1
e,1
davis,1
july,1
1987,1
blacksburg,1
virginia,1
the,1
agency,1
cost,1
of,1
financial,1
decision,1
making,0
:,1
an,1
empirical,1
analysis,1
by,1
claire,1
elaine,1
crutchiey,0
dissertation,1
submitted,1
to,1
the,1
faculty,1
of,1
the,1
virginia,1
polytechnic,1
institute,1
and,1
state,1
university,1
in,1
partial,1
fulfillment,1
of,1
the,1
requirements,1
for,1
the,1
degree,1
of,1
doctor,1
of,1
philosophy,1
in,1
finance,1
approved,1
:,1
robert,1
s,1
hansen,1
chairman,1
daka,1
j,1
ghnson,0
°,0
raman,1
kumar,1
-,0
“,0
arthut,1
j,1
keown,1
stephen,1
p,1
ferris,1
bernard,1
w,1
taylor,1
july,1
1987,1
blacksburg,1
virginia,1
an,1
analysis,1
of,1
trends,1
and,1
conditions,1
in,1
school,1
districts,1
with,1
black,1
superintendents,1
and,1
a,1
composite,1
profile,1
of,1
the,1
black,1
superintendent,1
at,1
hisher,0
initial,1
appointment,1
by,1
sterling,1
i,1
marshall,1
dissertation,1
submitted,1
to,1
the,1
faculty,1
of,1
the,1
virginia,1
polytechnic,1
institute,1
and,1
state,1
university,1
in,1
partial,1
fulfillment,1
of,1
the,1
requirements,1
for,1
the,1
degree,1
of,1
doctor,1
of,1
education,1
in,1
educational,1
administration,1
approved,1
:,1
dr,1
kenneth,1
e,1
underwood,1
chairman,1
r,1
jimmie,1
c,1
fortune,1
bp,0
florette,1
dukes,1
mkadzie,0
dr,1
david,1
alexarider,0
dr,1
ronald,1
mckeen,1
dr,1
houston,1
conley,1
july,1
1986,1
blacksburg,1
virginia,1
dielectric,1
characterization,1
using,1
a,1
wideband,1
dielectric,1
filled,1
cavity,1
wdfc,0
by,1
mohammad,1
ali,1
saed,1
dissertation,1
submitted,1
to,1
the,1
faculty,1
of,1
the,1
virginia,1
polytechnic,1
institute,1
and,1
state,1
university,1
in,1
partial,1
fulfillment,1
of,1
the,1
requirements,1
for,1
the,1
degree,1
of,1
doctor,1
of,1
philosophy,1
in,1
electrical,1
enginecring,0
approved,1
:,1
sedki,1
m,1
riad,1
chairman,1
ioannis,1
m,1
besieris,1
gary,1
s,1
brown,1
william,1
a,1
davis,1
aicha,1
elshabini-riad,1
ronald,1
d,1
riess,1
november,1
13,1
1987,1
blacksburg,1
virginia,1
lamb,1
wave,1
propagation,1
in,1
laminated,1
composite,1
plates,1
by,1
bruce,1
s,1
tang,1
dissertation,1
submitted,1
to,1
the,1
faculty,1
of,1
the,1
virginia,1
polytechnic,1
institute,1
and,1
state,1
university,1
in,1
partial,1
fulfillment,1
of,1
the,1
requirements,1
for,1
the,1
degree,1
of,1
doctor,1
of,1
philosophy,1
in,1
engineering,1
mechanics,1
approved,1
:,1
e,1
g,1
henneke,1
i1,0
chairman,1
r,1
o,1
claus,1
j,1
c,1
duke,1
jr,1
d,1
h,1
morris,1
c,1
w,1
smith,1
december,1
1988,1
blacksburg,1
virginia,1
no-till,1
establishment,1
of,1
switchgrass,1
and,1
caucasian,1
bluestem,1
by,1
james,1
r,1
mckenna,1
dissertation,1
submitted,1
to,1
the,1
faculty,1
of,1
the,1
virginia,1
polytechnic,1
institute,1
and,1
state,1
university,1
in,1
partial,1
fulfillment,1
of,1
the,1
requirements,1
for,1
the,1
degree,1
of,1
doctor,1
of,1
philosophy,1
in,1
agronomy,1
approved,1
:,1
dale,1
d,1
wolf,1
chairman,1
“,0
—,0
“,0
“,0
marcus,1
m,1
or,1
b,1
s¢ott,0
hagood,1
7,1
davig,0
parrish,1
harlan,1
e,1
white,1
may,1
9,1
1988,1
blacksburg,1
virginia,1
a,1
comparison,1
of,1
the,1
circumplex,1
model,1
of,1
family,1
functioning,1
and,1
maccoby,1
and,1
martin,1
's,0
parenting,1
typologies,1
by,1
joanna,1
m,1
grymes,1
dissertation,1
submitted,1
to,1
the,1
faculty,1
of,1
the,1
virginia,1
polytechnic,1
institute,1
and,1
state,1
university,1
in,1
partial,1
fulfillment,1
of,1
the,1
requirements,1
for,1
the,1
degree,1
of,1
doctor,1
of,1
philosophy,1
in,1
family,1
and,1
child,1
development,1
approved,1
:,1
nw,0
ere,0
tae,0
an,1
janet,1
k,1
sawyers,1
chair,1
cent,0
w,1
maxwell,1
leland,1
j,1
4aiplson,0
j,1
fr,0
‘,0
a,1
-,0
—,0
c,1
amnanmed,0
———————————,0
howard,1
‘,0
0,0
protinsky,1
dennis,1
e,1
hinkle,1
december,1
1988,1
blacksburg,1
virginia,1
pollination,1
ecology,1
of,1
the,1
simultancously,0
flowering,1
impatiens,1
capensis,1
and,1
j,1
pallida,1
by,1
john,1
l,1
randall,1
jr,1
dissertation,1
submitted,1
to,1
the,1
faculty,1
of,1
the,1
virginia,1
polytechnic,1
institute,1
and,1
state,1
university,1
in,1
partial,1
fulfillment,1
of,1
the,1
requirements,1
for,1
the,1
degree,1
of,1
doctor,1
of,1
philosophy,1
in,1
botany,1
approved,1
:,1
khidir,1
w,1
hilu,1
chairman,1
duncan,1
m,1
porter,1
david,1
a,1
west,1
richard,1
d,1
fell,1
i,1
golde,1
|-molizman,0
may,1
1988,1
blacksburg,1
virginia,1
prediction,1
model,1
for,1
the,1
onset,1
of,1
edge-effect,1
delamination,1
at,1
holes,1
in,1
composite,1
laminates,1
by,1
doron,1
shalev,1
dissertation,1
submitted,1
to,1
the,1
faculty,1
of,1
the,1
virginia,1
polytechnic,1
institute,1
and,1
state,1
university,1
in,1
partial,1
fulfillment,1
of,1
the,1
requirements,1
for,1
the,1
degree,1
of,1
doctor,1
of,1
philosophy,1
in,1
engineering,1
science,1
and,1
mechanics,1
approved,1
:,1
k,1
l,1
reifsnider,1
cc,0
w,1
smith,1
r,1
t,1
haftka,1
r,1
m,1
jones,1
r,1
a,1
heller,1
july,1
1988,1
blacksburg,1
virginia,1
isolation,1
and,1
characterization,1
of,1
ferulic,1
acid,1
carbohydrate,1
esters,1
from,1
corn,1
hull,1
zea,0
mays,0
by,1
-robert,0
nicholas,1
antenucci,1
dissertation,1
submitted,1
to,1
the,1
faculty,1
of,1
the,1
virginia,1
polytechnic,1
institute,1
and,1
state,1
university,1
in,1
partial,1
fulfillment,1
of,1
the,1
requirements,1
for,1
the,1
degree,1
of,1
doctor,1
of,1
philosophy,1
in,1
food,1
science,1
and,1
technology,1
approved,1
:,1
j,1
k,1
palmer,1
chairman,1
t,1
w,1
n,1
eigel,1
j,1
c,1
jobfson,0
g,1
j,1
flick,1
jor,0
“,0
wf,0
d,1
pierson,1
april,1
1988,1
blacksburg,1
virginia,1
a,1
descriptive,1
and,1
exploratory,1
study,1
of,1
peer,1
coaching,1
and,1
selected,1
factors,1
in,1
the,1
working,1
environment,1
of,1
elementary,1
middle,1
and,1
high,1
school,1
teachers,1
in,1
a,1
large,1
suburban,1
virginia,1
public,1
school,1
system,1
by,1
lena,1
hall,1
dissertation,1
submitted,1
to,1
the,1
faculty,1
of,1
the,1
virginia,1
polytechnic,1
institute,1
and,1
state,1
university,1
in,1
partial,1
fulfillment,1
of,1
the,1
requirements,1
for,1
the,1
degree,1
of,1
doctor,1
of,1
education,1
in,1
educational,1
administration,1
approved,1
:,1
‘,0
ronald,1
l,1
mckeen,1
chairman,1
han,1
——,0
dome,0
:,1
7,1
gabriella,1
belli,1
“,0
houston,1
conley,1
jerome,1
a,1
niles,1
orion,1
white,1
may,1
1988,1
blacksburg,1
virginia,1
an,1
analysis,1
of,1
correlated,1
curve,1
trend,1
experiments,1
in,1
eucalyptus,1
grandis,1
by,1
brian,1
victor,1
bredenkamp,1
dissertation,1
submitted,1
to,1
the,1
faculty,1
of,1
the,1
virginia,1
polytechnic,1
institute,1
and,1
state,1
university,1
in,1
partial,1
fulfillment,1
of,1
the,1
requirements,1
for,1
the,1
degree,1
of,1
doctor,1
of,1
philosophy,1
in,1
forestry,1
approved,1
:,1
harold,1
e,1
burkhart,1
chairman,1
“,0
—,0
7,1
timothy,1
g,1
gregoire,1
erik,1
t,1
nilsen,1
john,1
a,1
scfivani,0
shepard,1
m,1
zedaker,1
august,1
1,1
1988,1
blacksburg,1
virginia,1
the,1
assessment,1
of,1
behavior,1
patterns,1
personality,1
characteristics,1
and,1
theoretical,1
orientations,1
for,1
master,1
's,0
level,1
counseling,1
students,1
by,1
ronald,1
e,1
hawkins,1
dissertation,1
submitted,1
to,1
the,1
faculty,1
of,1
the,1
virginia,1
polytechnic,1
institute,1
and,1
state,1
university,1
in,1
partial,1
fulfillment,1
of,1
the,1
requirements,1
for,1
the,1
degree,1
of,1
doctor,1
of,1
education,1
in,1
counselor,1
education,1
approved,1
:,1
“,0
david,1
e,1
hutchins,1
clinton,1
browne,1
``,0
chairman,1
“,0
hilfy,0
getz,1
marilyn,1
lichtman,1
carl,1
mcbdaniels,0
may,1
1988,1
blacksburg,1
virginia,1
suboptimal,1
period,1
design,1
for,1
a,1
maneuvering,1
missile,1
to,1
evade,1
tracking,1
filters,1
by,1
lin-,0
ying,1
lai,1
dissertation,1
submitted,1
to,1
the,1
faculty,1
of,1
the,1
virginia,1
polytechnic,1
institute,1
and,1
state,1
university,1
in,1
partial,1
fulfillment,1
of,1
the,1
requirements,1
for,1
the,1
degree,1
of,1
doctor,1
of,1
philosophy,1
in,1
aerospace,1
and,1
ocean,1
engineering,1
approved,1
:,1
harold,1
l,1
stalford,1
chdirman,0
—,0
”,0
eugene,1
m,1
cliff,1
``,0
frederick,1
hi,0
uty,1
john,1
a,1
burns,1
“,0
',0
scott,1
l,1
henaricks,0
july,1
1988,1
blacksburg,1
virginia,1
german,1
high,1
school,1
history,1
textbooks,0
:,1
how,1
well,1
do,1
they,1
deal,1
with,1
the,1
rise,1
and,1
fall,1
of,1
the,1
third,1
reich,1
by,1
william,1
p,1
yurochko,1
dissertation,1
submitted,1
to,1
the,1
faculty,1
of,1
the,1
virginia,1
polytechnic,1
institute,1
and,1
state,1
university,1
in,1
partial,1
fulfillment,1
of,1
the,1
requirements,1
for,1
the,1
degree,1
of,1
doctor,1
of,1
education,1
in,1
curriculum,1
and,1
instruction,1
approved,1
:,1
daniel,1
b,1
fleming,1
§hairman,0
norméjean,0
peters,1
david,1
m,1
mobvre,0
arnold,1
h,1
schuetz,1
cognate,0
catherine,1
a,1
brown,1
april,1
1988,1
blacksburg,1
virginia,1
assessment,1
of,1
a,1
mentor,1
program,1
on,1
self-concept,1
and,1
achievement,1
variables,1
of,1
middle,1
school,1
